34	30	118	2	1	\N	2019-08-26 00:58:24	2019-08-26 00:58:24
35	33	67	2	1	\N	2019-08-26 01:04:31	2019-08-26 01:04:31
36	15	67	2	1	\N	2019-08-26 01:04:31	2019-08-26 01:04:31
37	33	168	2	1	\N	2019-08-26 01:04:40	2019-08-26 01:04:40
38	34	51	2	1	\N	2019-08-26 01:04:54	2019-08-26 01:04:54
39	39	56	2	1	\N	2019-08-26 01:05:47	2019-08-26 01:05:47
40	40	6	2	1	\N	2019-08-26 01:05:59	2019-08-26 01:05:59
41	41	223	2	1	\N	2019-08-26 01:06:12	2019-08-26 01:06:12
42	44	227	2	1	\N	2019-08-26 01:06:50	2019-08-26 01:06:50
43	47	56	2	1	\N	2019-08-26 01:07:30	2019-08-26 01:07:30
44	47	206	2	1	\N	2019-08-26 01:07:30	2019-08-26 01:07:30
45	32	56	2	1	\N	2019-08-26 01:07:44	2019-08-26 01:07:44
46	32	240	2	1	\N	2019-08-26 01:07:44	2019-08-26 01:07:44
47	50	53	2	1	\N	2019-08-26 01:10:22	2019-08-26 01:10:22
48	50	206	2	1	\N	2019-08-26 01:10:22	2019-08-26 01:10:22
49	50	188	2	1	\N	2019-08-26 01:10:22	2019-08-26 01:10:22
50	50	248	2	1	\N	2019-08-26 01:10:22	2019-08-26 01:10:22
51	50	244	2	1	\N	2019-08-26 01:10:22	2019-08-26 01:10:22
52	51	86	2	1	\N	2019-08-26 01:12:29	2019-08-26 01:12:29
53	54	179	2	1	\N	2019-08-26 01:12:46	2019-08-26 01:12:46
54	1	6	1	1	\N	2019-08-26 01:13:20	2019-08-26 01:13:20
55	46	52	2	1	\N	2019-09-01 01:22:01	2019-09-01 01:22:01
56	46	52	4	1	\N	2019-09-01 01:22:01	2019-09-01 01:22:01
57	27	198	2	1	\N	2019-09-01 01:59:25	2019-09-01 01:59:25
58	27	198	4	1	\N	2019-09-01 01:59:25	2019-09-01 01:59:25
59	3	106	2	1	\N	2019-09-01 02:26:40	2019-09-01 02:26:40
60	3	106	4	1	\N	2019-09-01 02:26:40	2019-09-01 02:26:40
61	6	147	2	1	Only from flavor text on one fire elemental card....	2019-09-01 02:33:44	2019-09-01 03:05:01
62	6	147	4	1	Only from flavor text on one fire elemental card....	2019-09-01 02:33:44	2019-09-01 03:05:01
63	10	51	2	1	\N	2019-09-01 02:40:04	2019-09-01 03:04:46
64	14	268	2	1	\N	2019-09-01 02:58:02	2019-09-01 03:05:13
65	20	65	2	1	\N	2019-09-01 03:04:33	2019-09-01 03:04:33
75	38	144	2	1	Just listing species from Ahmonket that Samut interacted with. Until story progresses.	2019-09-01 03:39:46	2019-09-01 03:39:46
66	20	65	4	1	\N	2019-09-01 03:04:33	2019-09-01 03:04:33
67	10	51	4	1	\N	2019-09-01 03:04:46	2019-09-01 03:04:46
74	38	134	2	1	Just listing species from Ahmonket that Samut interacted with. Until story progresses.	2019-09-01 03:39:46	2019-09-01 03:39:46
68	14	268	4	1	\N	2019-09-01 03:05:13	2019-09-01 03:05:13
69	21	99	2	1	\N	2019-09-01 03:07:42	2019-09-01 03:07:42
70	21	99	4	1	\N	2019-09-01 03:07:42	2019-09-01 03:07:42
71	31	56	2	1	\N	2019-09-01 03:12:34	2019-09-01 03:12:34
73	38	108	2	1	Just listing species from Ahmonket that Samut interacted with. Until story progresses.	2019-09-01 03:39:46	2019-09-01 03:39:46
72	35	225	2	1	because of Ral's Staticaster	2019-09-01 03:23:58	2019-09-01 03:23:58
76	42	140	2	1	\N	2019-09-01 03:44:49	2019-09-01 03:44:49
77	43	104	2	1	\N	2019-09-01 03:50:13	2019-09-01 03:50:13
78	43	57	2	1	\N	2019-09-01 03:50:13	2019-09-01 03:50:13
79	48	267	2	1	\N	2019-09-01 03:53:38	2019-09-01 03:53:38
80	48	267	4	1	\N	2019-09-01 03:53:38	2019-09-01 03:53:38
81	49	267	2	1	\N	2019-09-01 03:56:20	2019-09-01 03:56:20
82	49	267	4	1	\N	2019-09-01 03:56:20	2019-09-01 03:56:20
83	49	195	2	1	\N	2019-09-01 03:56:20	2019-09-01 03:56:20
84	49	195	4	1	\N	2019-09-01 03:56:20	2019-09-01 03:56:20
85	53	217	4	1	\N	2019-09-01 03:59:51	2019-09-01 03:59:51
86	53	217	2	1	\N	2019-09-01 03:59:51	2019-09-01 03:59:51
87	53	217	11	1	\N	2019-09-01 03:59:51	2019-09-01 03:59:51
88	53	60	4	1	\N	2019-09-01 03:59:51	2019-09-01 03:59:51
89	53	60	2	1	\N	2019-09-01 03:59:51	2019-09-01 03:59:51
90	53	60	11	1	\N	2019-09-01 03:59:51	2019-09-01 03:59:51
91	2	269	11	1	\N	2019-09-01 04:07:27	2019-09-01 04:07:27
92	2	269	2	1	\N	2019-09-01 04:07:27	2019-09-01 04:07:27
93	4	134	2	1	\N	2019-09-01 04:11:44	2019-09-01 04:11:44
94	4	134	4	1	\N	2019-09-01 04:11:44	2019-09-01 04:11:44
95	4	134	11	1	\N	2019-09-01 04:11:44	2019-09-01 04:11:44
96	51	86	11	1	\N	2019-09-01 04:12:03	2019-09-01 04:12:03
97	5	230	11	1	\N	2019-09-01 04:12:18	2019-09-01 04:12:18
98	33	67	11	1	\N	2019-09-01 04:12:31	2019-09-01 04:12:31
99	9	83	11	1	\N	2019-09-01 04:14:49	2019-09-01 04:14:49
100	22	267	11	1	\N	2019-09-01 04:17:14	2019-09-01 04:17:14
101	12	224	11	1	\N	2019-09-01 04:17:54	2019-09-01 04:17:54
102	25	131	11	1	\N	2019-09-01 04:18:18	2019-09-01 04:18:18
103	28	270	11	1	\N	2019-09-01 04:22:11	2019-09-01 04:22:11
104	26	271	11	1	\N	2019-09-01 04:30:03	2019-09-01 04:30:03
105	26	271	2	1	\N	2019-09-01 04:30:03	2019-09-01 04:30:03
106	34	51	11	1	\N	2019-09-01 04:41:59	2019-09-01 04:41:59
107	41	223	11	1	\N	2019-09-01 04:42:34	2019-09-01 04:42:34
108	47	56	11	1	\N	2019-09-01 04:42:49	2019-09-01 04:42:49
109	32	56	11	1	\N	2019-09-01 04:42:49	2019-09-01 04:42:49
110	29	26	2	1	\N	2019-09-01 05:15:44	2019-09-01 05:15:44
111	29	26	4	1	\N	2019-09-01 05:15:50	2019-09-01 05:15:50
112	29	273	4	1	https://markrosewater.tumblr.com/post/185737735773/what-is-yanlings-power-suite	2019-09-01 05:29:36	2019-09-01 05:29:36
113	26	272	4	1	\N	2019-09-01 05:30:00	2019-09-01 05:30:00
114	7	272	4	1	\N	2019-09-01 05:30:00	2019-09-01 05:30:00
115	20	272	4	1	\N	2019-09-01 05:30:00	2019-09-01 05:30:00
116	33	274	4	1	\N	2019-09-01 05:30:23	2019-09-01 05:30:23
117	33	274	2	1	\N	2019-09-01 05:30:23	2019-09-01 05:30:23
118	17	161	2	1	\N	2019-09-01 05:44:36	2019-09-01 05:44:36
